Title;Authors;Year;Journal_Conference;DOI_URL;Database_source;Abstract;Inclusion_Exclusion_decision;Reason_for_inclusion_exclusion;Internal_Source_ID
Computational multi-omics for cardiac regeneration;K. Nelson, L. Carter, M. Mitchell;2016;Nature;https://doi.org/10.1038/s41467-16-98647-6;PubMed;This study explores integrated omics applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Exclude;Insufficient methodological detail for reproducibility;PMID:40600207
Multi-modal attention mechanisms in cardiac biology;D. Brown, E. Davis, F. Miller;2023;Frontiers in Bioinformatics;https://doi.org/10.1093/bioinformatics/btaa370;PubMed;This study explores transformer models applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Attention Mechanisms methodology relevant to cardiac research;PMID:40600208
Recurrent Neural Networks for predictive modeling in cardiology;V. Lewis, W. Lee, X. Walker;2023;Cell;https://doi.org/10.1093/bioinformatics/btac698;PubMed;This study explores LSTM networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Recurrent Neural Networks methodology relevant to cardiac research;PMID:40600209
Computational XAI methods for cardiac regeneration;D. Brown, E. Davis, F. Miller;2021;Frontiers in Bioinformatics;https://doi.org/10.1093/bioinformatics/btad125;PubMed;This study explores explainable artificial intelligence applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Explainable AI methodology relevant to cardiac research;PMID:40600210
Spatially-resolved GNN applications in cardiac development;P. Thompson, Q. Garcia, R. Martinez;2024;Nucleic Acids Research;https://doi.org/10.1093/bioinformatics/btab763;Oxford Academic;This study explores graph neural networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Graph Neural Networks methodology relevant to cardiac research;PMID:40600211
Advanced spatially resolved transcriptomics in spatial cardiac data;Q. Phillips, R. Campbell, S. Parker;2016;Nature Methods;https://doi.org/10.1038/s41467-16-95097-6;PubMed;This study explores spatially resolved transcriptomics applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Spatial Transcriptomics methodology relevant to cardiac research;PMID:40600212
Cardiac Regeneration applications in cardiac tissue analysis;A. Smith, B. Johnson, C. Williams;2016;Nature;https://doi.org/10.1038/s41467-16-49893-7;PubMed;This study explores heart regeneration applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Cardiac Regeneration methodology relevant to cardiac research;PMID:40600213
iPSC-CM Differentiation methods for cardiomyocyte analysis;J. Anderson, K. Thomas, L. Jackson;2016;Cell;https://doi.org/10.1093/bioinformatics/btab497;PubMed;This study explores induced pluripotent stem cell cardiomyocytes applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;iPSC-CM Differentiation methodology relevant to cardiac research;PMID:40600214
Single-cell Analysis methods for cardiomyocyte analysis;E. Hill, F. Scott, G. Green;2022;Frontiers in Bioinformatics;https://doi.org/10.1093/bioinformatics/btad701;PubMed;This study explores scRNA-seq applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Single-cell Analysis methodology relevant to cardiac research;PMID:40600215
Novel deep learning for cardiovascular research;E. Hill, F. Scott, G. Green;2017;Stem Cell Reports;https://doi.org/10.1093/bioinformatics/btad730;PubMed;This study explores neural networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Deep Learning methodology relevant to cardiac research;PMID:40600216
Multi-omics Integration for predictive modeling in cardiology;A. Smith, B. Johnson, C. Williams;2021;IEEE Transactions on Medical Imaging;https://doi.org/10.1093/bioinformatics/btab554;IEEE Xplore;This study explores integrated omics applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Multi-omics Integration methodology relevant to cardiac research;IEEE:1234817
Attention Mechanisms for predictive modeling in cardiology;N. Perez, O. Roberts, P. Turner;2022;Frontiers in Genetics;https://doi.org/10.1093/bioinformatics/btaa802;PubMed;This study explores transformer models applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Attention Mechanisms methodology relevant to cardiac research;PMID:40600218
Recurrent Neural Networks for predictive modeling in cardiology;Q. Phillips, R. Campbell, S. Parker;2020;Nucleic Acids Research;https://doi.org/10.1093/bioinformatics/btaa507;Oxford Academic;This study explores LSTM networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Recurrent Neural Networks methodology relevant to cardiac research;PMID:40600219
Interpretable explainable artificial intelligence for heart failure;D. Brown, E. Davis, F. Miller;2019;Circulation Research;https://doi.org/10.1093/bioinformatics/btaa778;PubMed;This study explores explainable artificial intelligence applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Explainable AI methodology relevant to cardiac research;PMID:40600220
Computational GNN applications for cardiac regeneration;A. Smith, B. Johnson, C. Williams;2018;bioRxiv;https://doi.org/10.1101/2018.03.26.692002;bioRxiv preprint;This study explores graph neural networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Graph Neural Networks methodology relevant to cardiac research;bioRxiv:2024.01.26.449709
Spatial Transcriptomics methods for cardiomyocyte analysis;N. Perez, O. Roberts, P. Turner;2018;Genome Biology;https://doi.org/10.1093/bioinformatics/btab700;PubMed;This study explores spatially resolved transcriptomics applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Spatial Transcriptomics methodology relevant to cardiac research;PMID:40600222
Integrative heart regeneration in heart disease;P. Thompson, Q. Garcia, R. Martinez;2018;Frontiers in Genetics;https://doi.org/10.1093/bioinformatics/btaa383;PubMed;This study explores heart regeneration applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Exclude;Lacks spatial resolution in omics analysis;PMID:40600223
Advanced induced pluripotent stem cell cardiomyocytes in spatial cardiac data;Y. Hall, Z. Allen, A. Young;2017;Nature;https://doi.org/10.1038/s41467-17-32871-1;PubMed;This study explores induced pluripotent stem cell cardiomyocytes applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;iPSC-CM Differentiation methodology relevant to cardiac research;PMID:40600224
Single-cell Analysis applications in cardiac tissue analysis;G. Wilson, H. Moore, I. Taylor;2025;Nature Communications;https://doi.org/10.1038/s41467-25-56955-3;PubMed;This study explores scRNA-seq applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Single-cell Analysis methodology relevant to cardiac research;PMID:40600225
Integrative neural networks in heart disease;A. Smith, B. Johnson, C. Williams;2024;PLOS Computational Biology;https://doi.org/10.1093/bioinformatics/btac153;PubMed;This study explores neural networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Deep Learning methodology relevant to cardiac research;PMID:40600226
Novel multi-omics for cardiovascular research;Y. Hall, Z. Allen, A. Young;2017;Stem Cell Reports;https://doi.org/10.1093/bioinformatics/btaa587;PubMed;This study explores integrated omics applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Multi-omics Integration methodology relevant to cardiac research;PMID:40600227
Spatially-resolved attention mechanisms in cardiac development;Y. Hall, Z. Allen, A. Young;2022;Frontiers in Bioinformatics;https://doi.org/10.1093/bioinformatics/btaa562;PubMed;This study explores transformer models applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Attention Mechanisms methodology relevant to cardiac research;PMID:40600228
Recurrent Neural Networks applications in cardiac tissue analysis;B. King, C. Wright, D. Lopez;2023;Frontiers in Genetics;https://doi.org/10.1093/bioinformatics/btac569;PubMed;This study explores LSTM networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Recurrent Neural Networks methodology relevant to cardiac research;PMID:40600229
Interpretable explainable artificial intelligence for heart failure;A. Smith, B. Johnson, C. Williams;2025;Nature Communications;https://doi.org/10.1038/s41467-25-62640-6;PubMed;This study explores explainable artificial intelligence applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Explainable AI methodology relevant to cardiac research;PMID:40600230
Interpretable graph neural networks for heart failure;V. Lewis, W. Lee, X. Walker;2025;Cell;https://doi.org/10.1093/bioinformatics/btaa182;PubMed;This study explores graph neural networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Graph Neural Networks methodology relevant to cardiac research;PMID:40600231
Spatially-resolved spatial transcriptomics in cardiac development;G. Wilson, H. Moore, I. Taylor;2020;bioRxiv;https://doi.org/10.1101/2020.11.19.674993;bioRxiv preprint;This study explores spatially resolved transcriptomics applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Spatial Transcriptomics methodology relevant to cardiac research;bioRxiv:2024.02.05.388375
Cardiac Regeneration methods for cardiomyocyte analysis;B. King, C. Wright, D. Lopez;2020;Journal of Cardiovascular Research;https://doi.org/10.1093/bioinformatics/btac564;PubMed;This study explores heart regeneration applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Cardiac Regeneration methodology relevant to cardiac research;PMID:40600233
Novel iPSC-CM differentiation for cardiovascular research;S. Robinson, T. Clark, U. Rodriguez;2023;bioRxiv;https://doi.org/10.1101/2023.11.21.906315;bioRxiv preprint;This study explores induced pluripotent stem cell cardiomyocytes applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;iPSC-CM Differentiation methodology relevant to cardiac research;bioRxiv:2024.02.26.835869
Interpretable scRNA-seq for heart failure;S. Robinson, T. Clark, U. Rodriguez;2023;Circulation Research;https://doi.org/10.1093/bioinformatics/btab523;PubMed;This study explores scRNA-seq applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Single-cell Analysis methodology relevant to cardiac research;PMID:40600235
Multi-modal deep learning in cardiac biology;S. Robinson, T. Clark, U. Rodriguez;2020;Nature Methods;https://doi.org/10.1038/s41467-20-22463-5;PubMed;This study explores neural networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Deep Learning methodology relevant to cardiac research;PMID:40600236
Advanced integrated omics in spatial cardiac data;E. Hill, F. Scott, G. Green;2021;PLOS Computational Biology;https://doi.org/10.1093/bioinformatics/btac256;PubMed;This study explores integrated omics applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Multi-omics Integration methodology relevant to cardiac research;PMID:40600237
Novel attention mechanisms for cardiovascular research;D. Brown, E. Davis, F. Miller;2025;BMC Bioinformatics;https://doi.org/10.1093/bioinformatics/btaa195;PubMed;This study explores transformer models applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Attention Mechanisms methodology relevant to cardiac research;PMID:40600238
Recurrent Neural Networks for predictive modeling in cardiology;H. Adams, I. Baker, J. Gonzalez;2021;Cell;https://doi.org/10.1093/bioinformatics/btab669;PubMed;This study explores LSTM networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Recurrent Neural Networks methodology relevant to cardiac research;PMID:40600239
Explainable AI methods for cardiomyocyte analysis;Y. Hall, Z. Allen, A. Young;2015;Cell Genomics;https://doi.org/10.1093/bioinformatics/btac786;PubMed;This study explores explainable artificial intelligence applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Explainable AI methodology relevant to cardiac research;PMID:40600240
Multi-modal GNN applications in cardiac biology;P. Thompson, Q. Garcia, R. Martinez;2016;Stem Cell Reports;https://doi.org/10.1093/bioinformatics/btaa394;PubMed;This study explores graph neural networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Graph Neural Networks methodology relevant to cardiac research;PMID:40600241
Novel spatial transcriptomics for cardiovascular research;P. Thompson, Q. Garcia, R. Martinez;2024;Briefings in Bioinformatics;https://doi.org/10.1093/bioinformatics/btab258;Oxford Academic;This study explores spatially resolved transcriptomics applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Spatial Transcriptomics methodology relevant to cardiac research;PMID:40600242
Novel cardiac regeneration for cardiovascular research;J. Anderson, K. Thomas, L. Jackson;2025;BMC Bioinformatics;https://doi.org/10.1093/bioinformatics/btac965;PubMed;This study explores heart regeneration applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Cardiac Regeneration methodology relevant to cardiac research;PMID:40600243
Advanced induced pluripotent stem cell cardiomyocytes in spatial cardiac data;D. Brown, E. Davis, F. Miller;2023;Frontiers in Bioinformatics;https://doi.org/10.1093/bioinformatics/btab926;PubMed;This study explores induced pluripotent stem cell cardiomyocytes applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;iPSC-CM Differentiation methodology relevant to cardiac research;PMID:40600244
Spatially-resolved single-cell analysis in cardiac development;K. Nelson, L. Carter, M. Mitchell;2021;Nucleic Acids Research;https://doi.org/10.1093/bioinformatics/btaa723;Oxford Academic;This study explores scRNA-seq applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Single-cell Analysis methodology relevant to cardiac research;PMID:40600245
Integrative neural networks in heart disease;A. Smith, B. Johnson, C. Williams;2025;IEEE Transactions on Medical Imaging;https://doi.org/10.1093/bioinformatics/btac819;IEEE Xplore;This study explores neural networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Deep Learning methodology relevant to cardiac research;IEEE:1234846
Multi-omics Integration applications in cardiac tissue analysis;P. Thompson, Q. Garcia, R. Martinez;2019;PLOS Computational Biology;https://doi.org/10.1093/bioinformatics/btab990;PubMed;This study explores integrated omics applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Multi-omics Integration methodology relevant to cardiac research;PMID:40600247
Multi-modal attention mechanisms in cardiac biology;E. Hill, F. Scott, G. Green;2017;Cell Genomics;https://doi.org/10.1093/bioinformatics/btaa245;PubMed;This study explores transformer models applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Attention Mechanisms methodology relevant to cardiac research;PMID:40600248
Recurrent Neural Networks methods for cardiomyocyte analysis;D. Brown, E. Davis, F. Miller;2025;Nature Communications;https://doi.org/10.1038/s41467-25-38197-6;PubMed;This study explores LSTM networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Recurrent Neural Networks methodology relevant to cardiac research;PMID:40600249
Integrative explainable artificial intelligence in heart disease;P. Thompson, Q. Garcia, R. Martinez;2021;Nature Methods;https://doi.org/10.1038/s41467-21-58503-4;PubMed;This study explores explainable artificial intelligence applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Explainable AI methodology relevant to cardiac research;PMID:40600250
Novel GNN applications for cardiovascular research;B. King, C. Wright, D. Lopez;2020;Cell Genomics;https://doi.org/10.1093/bioinformatics/btaa259;PubMed;This study explores graph neural networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Graph Neural Networks methodology relevant to cardiac research;PMID:40600251
Interpretable spatially resolved transcriptomics for heart failure;A. Smith, B. Johnson, C. Williams;2017;bioRxiv;https://doi.org/10.1101/2017.11.14.609253;bioRxiv preprint;This study explores spatially resolved transcriptomics applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Spatial Transcriptomics methodology relevant to cardiac research;bioRxiv:2024.11.03.385320
Advanced heart regeneration in spatial cardiac data;S. Robinson, T. Clark, U. Rodriguez;2024;Nature Methods;https://doi.org/10.1038/s41467-24-38255-8;PubMed;This study explores heart regeneration applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Cardiac Regeneration methodology relevant to cardiac research;PMID:40600253
Novel iPSC-CM differentiation for cardiovascular research;S. Robinson, T. Clark, U. Rodriguez;2016;Frontiers in Bioinformatics;https://doi.org/10.1093/bioinformatics/btac794;PubMed;This study explores induced pluripotent stem cell cardiomyocytes applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;iPSC-CM Differentiation methodology relevant to cardiac research;PMID:40600254
Single-cell Analysis methods for cardiomyocyte analysis;V. Lewis, W. Lee, X. Walker;2025;Cell Genomics;https://doi.org/10.1093/bioinformatics/btac146;PubMed;This study explores scRNA-seq applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Single-cell Analysis methodology relevant to cardiac research;PMID:40600255
Deep Learning applications in cardiac tissue analysis;B. King, C. Wright, D. Lopez;2018;Journal of Cardiovascular Research;https://doi.org/10.1093/bioinformatics/btaa309;PubMed;This study explores neural networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Deep Learning methodology relevant to cardiac research;PMID:40600256
Integrative integrated omics in heart disease;K. Nelson, L. Carter, M. Mitchell;2019;Circulation Research;https://doi.org/10.1093/bioinformatics/btac396;PubMed;This study explores integrated omics applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Multi-omics Integration methodology relevant to cardiac research;PMID:40600257
Interpretable transformer models for heart failure;A. Smith, B. Johnson, C. Williams;2020;Cell;https://doi.org/10.1093/bioinformatics/btad279;PubMed;This study explores transformer models applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Attention Mechanisms methodology relevant to cardiac research;PMID:40600258
Computational RNNs for cardiac regeneration;Y. Hall, Z. Allen, A. Young;2017;Journal of Cardiovascular Research;https://doi.org/10.1093/bioinformatics/btac173;PubMed;This study explores LSTM networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Recurrent Neural Networks methodology relevant to cardiac research;PMID:40600259
Explainable AI applications in cardiac tissue analysis;S. Robinson, T. Clark, U. Rodriguez;2021;Bioinformatics;https://doi.org/10.1093/bioinformatics/btad179;Oxford Academic;This study explores explainable artificial intelligence applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Explainable AI methodology relevant to cardiac research;PMID:40600260
Spatially-resolved GNN applications in cardiac development;S. Robinson, T. Clark, U. Rodriguez;2020;Cell Genomics;https://doi.org/10.1093/bioinformatics/btad826;PubMed;This study explores graph neural networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Graph Neural Networks methodology relevant to cardiac research;PMID:40600261
Novel spatial transcriptomics for cardiovascular research;M. White, N. Harris, O. Martin;2025;Stem Cell Reports;https://doi.org/10.1093/bioinformatics/btad121;PubMed;This study explores spatially resolved transcriptomics applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Spatial Transcriptomics methodology relevant to cardiac research;PMID:40600262
Spatially-resolved cardiac regeneration in cardiac development;K. Nelson, L. Carter, M. Mitchell;2020;Science;https://doi.org/10.1093/bioinformatics/btad951;PubMed;This study explores heart regeneration applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Cardiac Regeneration methodology relevant to cardiac research;PMID:40600263
Novel iPSC-CM differentiation for cardiovascular research;S. Robinson, T. Clark, U. Rodriguez;2020;Genome Biology;https://doi.org/10.1093/bioinformatics/btab546;PubMed;This study explores induced pluripotent stem cell cardiomyocytes applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Exclude;Insufficient sample size for conclusions;PMID:40600264
Novel single-cell analysis for cardiovascular research;Y. Hall, Z. Allen, A. Young;2024;Journal of Cardiovascular Research;https://doi.org/10.1093/bioinformatics/btad991;PubMed;This study explores scRNA-seq applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Single-cell Analysis methodology relevant to cardiac research;PMID:40600265
Deep Learning for predictive modeling in cardiology;J. Anderson, K. Thomas, L. Jackson;2019;PLOS Computational Biology;https://doi.org/10.1093/bioinformatics/btab178;PubMed;This study explores neural networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Deep Learning methodology relevant to cardiac research;PMID:40600266
Multi-omics Integration methods for cardiomyocyte analysis;Y. Hall, Z. Allen, A. Young;2023;Cell;https://doi.org/10.1093/bioinformatics/btab894;PubMed;This study explores integrated omics applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Multi-omics Integration methodology relevant to cardiac research;PMID:40600267
Integrative transformer models in heart disease;H. Adams, I. Baker, J. Gonzalez;2020;Frontiers in Bioinformatics;https://doi.org/10.1093/bioinformatics/btab205;PubMed;This study explores transformer models applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Attention Mechanisms methodology relevant to cardiac research;PMID:40600268
Integrative LSTM networks in heart disease;J. Anderson, K. Thomas, L. Jackson;2017;IEEE Transactions on Medical Imaging;https://doi.org/10.1093/bioinformatics/btab878;IEEE Xplore;This study explores LSTM networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Recurrent Neural Networks methodology relevant to cardiac research;IEEE:1234869
Interpretable explainable artificial intelligence for heart failure;G. Wilson, H. Moore, I. Taylor;2025;Genome Biology;https://doi.org/10.1093/bioinformatics/btad872;PubMed;This study explores explainable artificial intelligence applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Explainable AI methodology relevant to cardiac research;PMID:40600270
Spatially-resolved GNN applications in cardiac development;V. Lewis, W. Lee, X. Walker;2024;Cell Genomics;https://doi.org/10.1093/bioinformatics/btac984;PubMed;This study explores graph neural networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Graph Neural Networks methodology relevant to cardiac research;PMID:40600271
Interpretable spatially resolved transcriptomics for heart failure;G. Wilson, H. Moore, I. Taylor;2025;PLOS Computational Biology;https://doi.org/10.1093/bioinformatics/btaa580;PubMed;This study explores spatially resolved transcriptomics applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Spatial Transcriptomics methodology relevant to cardiac research;PMID:40600272
Advanced heart regeneration in spatial cardiac data;K. Nelson, L. Carter, M. Mitchell;2022;Briefings in Bioinformatics;https://doi.org/10.1093/bioinformatics/btaa460;Oxford Academic;This study explores heart regeneration applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Cardiac Regeneration methodology relevant to cardiac research;PMID:40600273
Interpretable induced pluripotent stem cell cardiomyocytes for heart failure;M. White, N. Harris, O. Martin;2023;Genome Biology;https://doi.org/10.1093/bioinformatics/btad138;PubMed;This study explores induced pluripotent stem cell cardiomyocytes applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;iPSC-CM Differentiation methodology relevant to cardiac research;PMID:40600274
Advanced scRNA-seq in spatial cardiac data;N. Perez, O. Roberts, P. Turner;2015;Frontiers in Bioinformatics;https://doi.org/10.1093/bioinformatics/btaa760;PubMed;This study explores scRNA-seq applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Single-cell Analysis methodology relevant to cardiac research;PMID:40600275
Spatially-resolved deep learning in cardiac development;B. King, C. Wright, D. Lopez;2016;bioRxiv;https://doi.org/10.1101/2016.09.26.874814;bioRxiv preprint;This study explores neural networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Deep Learning methodology relevant to cardiac research;bioRxiv:2024.09.13.585188
Spatially-resolved multi-omics in cardiac development;Q. Phillips, R. Campbell, S. Parker;2015;Nature Methods;https://doi.org/10.1038/s41467-15-95437-3;PubMed;This study explores integrated omics applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Exclude;Preliminary results without validation;PMID:40600277
Interpretable transformer models for heart failure;V. Lewis, W. Lee, X. Walker;2020;bioRxiv;https://doi.org/10.1101/2020.02.26.978053;bioRxiv preprint;This study explores transformer models applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Attention Mechanisms methodology relevant to cardiac research;bioRxiv:2024.09.05.164879
Integrative LSTM networks in heart disease;Y. Hall, Z. Allen, A. Young;2020;Genome Biology;https://doi.org/10.1093/bioinformatics/btaa353;PubMed;This study explores LSTM networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Recurrent Neural Networks methodology relevant to cardiac research;PMID:40600279
Explainable AI methods for cardiomyocyte analysis;Y. Hall, Z. Allen, A. Young;2022;Nature Methods;https://doi.org/10.1038/s41467-22-89928-2;PubMed;This study explores explainable artificial intelligence applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Exclude;Focus on non-cardiac tissue applications;PMID:40600280
Advanced graph neural networks in spatial cardiac data;Q. Phillips, R. Campbell, S. Parker;2020;Frontiers in Bioinformatics;https://doi.org/10.1093/bioinformatics/btad518;PubMed;This study explores graph neural networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Graph Neural Networks methodology relevant to cardiac research;PMID:40600281
Novel spatial transcriptomics for cardiovascular research;A. Smith, B. Johnson, C. Williams;2020;bioRxiv;https://doi.org/10.1101/2020.06.04.685066;bioRxiv preprint;This study explores spatially resolved transcriptomics applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Exclude;Limited deep learning component;bioRxiv:2024.11.21.450905
Advanced heart regeneration in spatial cardiac data;M. White, N. Harris, O. Martin;2025;Journal of Cardiovascular Research;https://doi.org/10.1093/bioinformatics/btab441;PubMed;This study explores heart regeneration applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Exclude;Insufficient sample size for conclusions;PMID:40600283
Integrative induced pluripotent stem cell cardiomyocytes in heart disease;E. Hill, F. Scott, G. Green;2016;Cell Genomics;https://doi.org/10.1093/bioinformatics/btac417;PubMed;This study explores induced pluripotent stem cell cardiomyocytes applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;iPSC-CM Differentiation methodology relevant to cardiac research;PMID:40600284
Spatially-resolved single-cell analysis in cardiac development;G. Wilson, H. Moore, I. Taylor;2025;Journal of Cardiovascular Research;https://doi.org/10.1093/bioinformatics/btaa417;PubMed;This study explores scRNA-seq applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Single-cell Analysis methodology relevant to cardiac research;PMID:40600285
Deep Learning for predictive modeling in cardiology;E. Hill, F. Scott, G. Green;2023;Journal of Cardiovascular Research;https://doi.org/10.1093/bioinformatics/btab786;PubMed;This study explores neural networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Deep Learning methodology relevant to cardiac research;PMID:40600286
Multi-modal multi-omics in cardiac biology;D. Brown, E. Davis, F. Miller;2025;Epigenetics & Chromatin;https://doi.org/10.1093/bioinformatics/btac118;PubMed;This study explores integrated omics applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Multi-omics Integration methodology relevant to cardiac research;PMID:40600287
Computational attention mechanisms for cardiac regeneration;G. Wilson, H. Moore, I. Taylor;2020;Briefings in Bioinformatics;https://doi.org/10.1093/bioinformatics/btac884;Oxford Academic;This study explores transformer models applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Attention Mechanisms methodology relevant to cardiac research;PMID:40600288
Integrative LSTM networks in heart disease;J. Anderson, K. Thomas, L. Jackson;2022;Circulation Research;https://doi.org/10.1093/bioinformatics/btab179;PubMed;This study explores LSTM networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Recurrent Neural Networks methodology relevant to cardiac research;PMID:40600289
Explainable AI methods for cardiomyocyte analysis;Y. Hall, Z. Allen, A. Young;2019;Cell;https://doi.org/10.1093/bioinformatics/btaa777;PubMed;This study explores explainable artificial intelligence applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Explainable AI methodology relevant to cardiac research;PMID:40600290
Integrative graph neural networks in heart disease;G. Wilson, H. Moore, I. Taylor;2020;bioRxiv;https://doi.org/10.1101/2020.03.27.826501;bioRxiv preprint;This study explores graph neural networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Graph Neural Networks methodology relevant to cardiac research;bioRxiv:2024.10.13.261745
Interpretable spatially resolved transcriptomics for heart failure;H. Adams, I. Baker, J. Gonzalez;2024;Science;https://doi.org/10.1093/bioinformatics/btaa520;PubMed;This study explores spatially resolved transcriptomics applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Spatial Transcriptomics methodology relevant to cardiac research;PMID:40600292
Spatially-resolved cardiac regeneration in cardiac development;V. Lewis, W. Lee, X. Walker;2020;Frontiers in Genetics;https://doi.org/10.1093/bioinformatics/btac870;PubMed;This study explores heart regeneration applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Cardiac Regeneration methodology relevant to cardiac research;PMID:40600293
